id;keyword_en;required_context_en;keyword_de;required_context_de;keyword_fr;required_context_fr;keyword_it;required_context_it
c567;traditional medicine;NA;traditionelle Medizin;NA;médecine traditionnelle;NA;medicina tradizionale;NA
c568;traffic accidents;NA;Verkehrsunfälle;NA;accidents de la circulation;NA;incidenti stradali;NA
c569;traffic crash;NA;Verkehrsunfall;NA;accident de la route;NA;incidente stradale;NA
c570;traffic fatalities;NA;Verkehrsunfälle mit Todesfolge;NA;accidents de la route;NA;vittime del traffico;NA
c571;traffic injury;NA;Verkehrsunfälle;NA;accidents de la route;NA;lesioni da traffico;NA
c572;traffic safety;NA;Verkehrssicherheit;NA;sécurité routière;NA;sicurezza nel traffico;NA
c573;trematodes;NA;Trematoden;NA;trématodes;NA;trematodi;NA
c574;trichloroethylene;NA;Trichlorethylen;NA;trichloroéthylène;NA;tricloroetilene;NA
c575;trichlorofluoromethane;NA;Trichlorfluormethan;NA;trichlorofluorométhane;NA;triclorofluorometano;NA
c576;trichomonas vaginalis;NA;Trichomonas vaginalis;NA;trichomonas vaginalis;NA;trichomonas vaginalis;NA
c577;trifluoromethylsulfur pentafluoride;NA;Trifluormethylschwefelpentafluorid;NA;trifluorométhylsulfure pentafluorure;NA;trifluorometilsolfuro pentafluoruro;NA
c578;tropical disease;NA;Tropenkrankheit;NA;maladie tropicale;NA;malattia tropicale;NA
c579;trovax;NA;Trovax;NA;trovax;NA;trovax;NA
c580;tuberculin;NA;Tuberkulin;NA;tuberculine;NA;tubercolina;NA
c581;tuberculoma;NA;Tuberkulose;NA;tuberculome;NA;tubercoloma;NA
c582;tuberculosis;NA;Tuberkulose;NA;tuberculose;NA;tubercolosi;NA
c583;tuberculosis infection;NA;Tuberkulose-Infektion;NA;infection tuberculeuse;NA;infezione da tubercolosi;NA
c584;tuberculous;NA;Tuberkulose;NA;tuberculose;NA;tubercolosi;NA
c585;tumour;NA;Tumor;NA;tumeur;NA;tumore;NA
c586;uncomplicated malaria;NA;unkomplizierte Malaria;NA;paludisme non compliqué;NA;malaria non complicata;NA
c587;universal health ;NA;Allgemeine Gesundheit ;NA;santé universelle ;NA;salute universale ;NA
c588;unsafe abortion;NA;unsichere Abtreibung;NA;avortement à risque;NA;aborto non sicuro;NA
c589;vaccination;NA;Impfung;NA;vaccination;NA;vaccinazione;NA
c590;vaccination programme;NA;Impfprogramm;NA;programma di vaccinazione;NA;programma di vaccinazione;NA
c591;vaccination strategies;NA;impfstrategien;NA;stratégies de vaccination;NA;strategie di vaccinazione;NA
c592;vaccine;NA;impfstoff;NA;vaccin;NA;vaccino;NA
c593;vaccine;NA;Impfstoff;NA;vaccin;NA;vaccino;NA
c594;vaccine development;NA;Entwicklung von Impfstoffen;NA;développement de vaccins;NA;sviluppo del vaccino;NA
c595;vaccine-preventable disease;NA;durch Impfung vermeidbare Krankheit;NA;maladie évitable par la vaccination;NA;malattia prevenibile da vaccino;NA
c596;varicocele;NA;Varikozele;NA;varicocèle;NA;varicocele;NA
c597;vector-borne disease;NA;Vektor-übertragene Krankheit;NA;maladie à transmission vectorielle;NA;malattia trasmessa da vettori;NA
c598;veillonella parvula;NA;Veillonella parvula;NA;veillonella parvula;NA;veillonella parvula;NA
c599;venereology;NA;Venerologie;NA;vénéréologie;NA;venereologia;NA
c600;vinyl acetate;NA;Vinylacetat;NA;acetato di vinile;NA;acetato di vinile;NA
c601;vinyl chloride;NA;Vinylchlorid;NA;chlorure de vinyle;NA;cloruro di vinile;NA
c602;viridiflorol;NA;Viridiflorol;NA;viridiflorol;NA;viridiflorol;NA
c603;virus infection;NA;Virusinfektion;NA;infection virale;NA;infezione da virus;NA
c604;vivax malaria;NA;Malaria vivax;NA;malaria vivax;NA;malaria vivax;NA
c605;voacamine;NA;Voacamin;NA;voacamine;NA;voacamine;NA
c606;voice prosthesis;NA;Stimmprothese;NA;prothèse vocale;NA;protesi vocale;NA
c607;volatile organic compound;NA;flüchtige organische Verbindung;NA;composé organique volatil;NA;composto organico volatile;NA
c608;warburg's tincture;NA;Warburg-Tinktur;NA;teinture de warburg;NA;tintura di warburg;NA
c609;water pollution;NA;Wasserverschmutzung;NA;pollution de l'eau;NA;inquinamento dell'acqua;NA
c610;water-borne disease;NA;durch Wasser übertragene Krankheiten;NA;malattie trasmesse dall'acqua;NA;malattia trasmessa dall'acqua;NA
c611;water, sanitation and hygiene for all;NA;Wasser, sanitäre Einrichtungen und Hygiene für alle;NA;eau, assainissement et hygiène pour tous;NA;acqua, servizi igienici e igiene per tutti;NA
c612;waterborne disease;NA;wasserbedingte krankheit;NA;maladie d'origine aquatique;NA;malattia trasmessa dall'acqua;NA
c613;well-being;NA;Wohlbefinden;NA;bien-être;NA;benessere;NA
c614;wellbeing;NA;Wohlbefinden;NA;bien-être;NA;benessere;NA
c615;women's health;NA;Gesundheit von Frauen;NA;santé des femmes;NA;salute delle donne;NA
c616;world health organisation;NA;weltgesundheitsorganisation;NA;organisation mondiale de la santé;NA;organizzazione mondiale della sanità;NA
c617;zaire ebolavirus;NA;zaire ebolavirus;NA;zaire ebolavirus;NA;ebolavirus dello zaire;NA
c618;zika fever;NA;Zika-Fieber;NA;fièvre zika;NA;febbre zika;NA
c619;zika virus;NA;Zika-Virus;NA;virus zika;NA;zika virus;NA
c620;zmapp;NA;zmapp;NA;zmapp;NA;zmapp;NA
c621;zoonotic disease;NA;zoonotische Krankheit;NA;maladie zoonotique;NA;malattia zoonotica;NA
;;; ;;;;;
